mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bagging_fraction,param_feature_fraction,param_lambda_l1,param_lambda_l2,param_learning_rate,param_max_depth,param_min_data_in_leaf,param_num_leaves,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.6241294860839843,0.17307215265275183,0.014545059204101563,0.0004747484379799454,0.5749080237694725,0.9901428612819833,1,100,0.18952752369197307,7,514,30,"{'bagging_fraction': 0.5749080237694725, 'feature_fraction': 0.9901428612819833, 'lambda_l1': 1, 'lambda_l2': 100, 'learning_rate': 0.18952752369197307, 'max_depth': 7, 'min_data_in_leaf': 514, 'num_leaves': 30}",0.6442542787286064,0.6442542787286064,0.6514472075010191,0.6404402772115777,0.6363636363636364,0.6433519357066892,0.004989508075607196,16
1.555037784576416,0.2522553230303189,0.016300153732299805,0.0016107466772524578,0.5918497783931734,0.8667417222278044,1,100,0.24548647782429914,9,593,21,"{'bagging_fraction': 0.5918497783931734, 'feature_fraction': 0.8667417222278044, 'lambda_l1': 1, 'lambda_l2': 100, 'learning_rate': 0.24548647782429914, 'max_depth': 9, 'min_data_in_leaf': 593, 'num_leaves': 21}",0.6471067644661777,0.6487367563162184,0.6591928251121076,0.6432939258051366,0.6461475743986955,0.6488955692196671,0.0054440500985653995,14
1.7091326713562012,0.3112640424825799,0.015399789810180664,0.0013618092120983697,0.5363649934414201,0.8366809019706868,10,0.1,0.17871346474483568,9,644,36,"{'bagging_fraction': 0.5363649934414201, 'feature_fraction': 0.8366809019706868, 'lambda_l1': 10, 'lambda_l2': 0.1, 'learning_rate': 0.17871346474483568, 'max_depth': 9, 'min_data_in_leaf': 644, 'num_leaves': 36}",0.6414017929910351,0.6515892420537898,0.6498165511618427,0.6396249490419894,0.6445169180595189,0.6453898906616351,0.004646048577871779,15
1.4949183464050293,0.22531819370846,0.02053546905517578,0.007292496505227849,0.6049549320516778,0.8799721943430512,10,10,0.15495427649405374,7,474,38,"{'bagging_fraction': 0.6049549320516778, 'feature_fraction': 0.8799721943430512, 'lambda_l1': 10, 'lambda_l2': 10, 'learning_rate': 0.15495427649405374, 'max_depth': 7, 'min_data_in_leaf': 474, 'num_leaves': 38}",0.6479217603911981,0.656479217603912,0.6583774969425193,0.6424785976355483,0.6522625356706074,0.651503921648757,0.005776910163973619,13
2.040324306488037,0.11439607800458791,0.016547775268554686,0.0010182409593720268,0.5764923982534326,0.9966461771613577,0.01,1,0.22899106101044808,8,320,28,"{'bagging_fraction': 0.5764923982534326, 'feature_fraction': 0.9966461771613577, 'lambda_l1': 0.01, 'lambda_l2': 1, 'learning_rate': 0.22899106101044808, 'max_depth': 8, 'min_data_in_leaf': 320, 'num_leaves': 28}",0.7184189079054605,0.7265688671556643,0.7378719934773746,0.729311047696698,0.7260497350183449,0.7276441102507085,0.006264037262867214,1
1.7818891048431396,0.2560866554467227,0.01539459228515625,0.0013321388227350854,0.5130103185970559,0.9897771074506667,10,0.1,0.15781247538098742,7,352,21,"{'bagging_fraction': 0.5130103185970559, 'feature_fraction': 0.9897771074506667, 'lambda_l1': 10, 'lambda_l2': 0.1, 'learning_rate': 0.15781247538098742, 'max_depth': 7, 'min_data_in_leaf': 352, 'num_leaves': 21}",0.6581092094539527,0.6658516707416463,0.6693844272319609,0.6624541377904607,0.6628618018752548,0.663732249418655,0.003753635237530522,9
1.529017686843872,0.1865382507820236,0.015606307983398437,0.0018266943869098228,0.6368466053024314,0.8880304987479203,10,100,0.22497923676042464,8,505,36,"{'bagging_fraction': 0.6368466053024314, 'feature_fraction': 0.8880304987479203, 'lambda_l1': 10, 'lambda_l2': 100, 'learning_rate': 0.22497923676042464, 'max_depth': 8, 'min_data_in_leaf': 505, 'num_leaves': 36}",0.6271393643031785,0.6373268133659332,0.6445169180595189,0.6269873624133714,0.6302486750917244,0.6332438266467453,0.006769521528067866,17
1.3733734130859374,0.27570768441262866,0.013310909271240234,0.000991815202492598,0.5517559963200034,0.9325044568707964,0.1,0.1,0.18515504917299874,6,490,37,"{'bagging_fraction': 0.5517559963200034, 'feature_fraction': 0.9325044568707964, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'learning_rate': 0.18515504917299874, 'max_depth': 6, 'min_data_in_leaf': 490, 'num_leaves': 37}",0.6772616136919315,0.6866340668296659,0.6885446392172849,0.6742763962494904,0.6812066856909906,0.6815846803358727,0.005407034918352846,8
1.551130437850952,0.25983765487740373,0.015354156494140625,0.000778005423569934,0.6550265646722229,0.9878997883128379,10,10,0.10678409333658072,9,512,35,"{'bagging_fraction': 0.6550265646722229, 'feature_fraction': 0.9878997883128379, 'lambda_l1': 10, 'lambda_l2': 10, 'learning_rate': 0.10678409333658072, 'max_depth': 9, 'min_data_in_leaf': 512, 'num_leaves': 35}",0.6328443357783211,0.6340668296658517,0.6408479412963718,0.622503057480636,0.6290256828373421,0.6318575694117046,0.006036684527056464,18
2.293104410171509,0.5470262299348765,0.0184201717376709,0.002245062821752167,0.6494640220274762,0.907938426477816,0.1,0.01,0.14214017645310711,9,340,34,"{'bagging_fraction': 0.6494640220274762, 'feature_fraction': 0.907938426477816, 'lambda_l1': 0.1, 'lambda_l2': 0.01, 'learning_rate': 0.14214017645310711, 'max_depth': 9, 'min_data_in_leaf': 340, 'num_leaves': 34}",0.7004889975550123,0.7118989405052975,0.7211577660008154,0.7036282103546677,0.7117814920505503,0.7097910812932686,0.007240387652061178,3
