mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_colsample_bytree,param_gamma,param_lambda,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
25.534576177597046,43.82272498844064,0.02035965919494629,0.0021845286277475152,0.1,0.8982714934301164,0.917173949330819,20,0.19921253948662176,5,3,264,0.6232334448672797,"{'alpha': 0.1, 'colsample_bytree': 0.8982714934301164, 'gamma': 0.917173949330819, 'lambda': 20, 'learning_rate': 0.19921253948662176, 'max_depth': 5, 'min_child_weight': 3, 'n_estimators': 264, 'subsample': 0.6232334448672797}",0.9152181624689606,0.9091876551968783,0.9013834693153601,0.9127040454222853,0.9141234918381831,0.9105233648483335,0.0050015840977426064,5
72.22558722496032,53.97824766554133,0.04392375946044922,0.0031416403108292866,1,0.6668543055695109,0.7143340896097039,5,0.055146123573950614,5,8,463,0.6849356442713105,"{'alpha': 1, 'colsample_bytree': 0.6668543055695109, 'gamma': 0.7143340896097039, 'lambda': 5, 'learning_rate': 0.055146123573950614, 'max_depth': 5, 'min_child_weight': 8, 'n_estimators': 463, 'subsample': 0.6849356442713105}",0.9162823696346222,0.9088329194749911,0.8967719049308265,0.9144783534421576,0.910929737402413,0.9094590569770021,0.006859587578807489,6
1.2940868377685546,0.057077681182981205,0.009511423110961915,0.000646980247363055,1,0.9961057796456088,3.0874075481385828,1,0.18118910790805948,7,9,98,0.8099098641033556,"{'alpha': 1, 'colsample_bytree': 0.9961057796456088, 'gamma': 3.0874075481385828, 'lambda': 1, 'learning_rate': 0.18118910790805948, 'max_depth': 7, 'min_child_weight': 9, 'n_estimators': 98, 'subsample': 0.8099098641033556}",0.8957076977651649,0.88116353316779,0.8804540617240156,0.8860894251242015,0.8896380411639461,0.8866105517890235,0.005652746440587776,15
2.0822015762329102,0.12608198472294385,0.014800643920898438,0.002047647828420519,0.1,0.569746930326021,1.4607232426760908,5,0.14561549781679067,7,9,180,0.9439761626945282,"{'alpha': 0.1, 'colsample_bytree': 0.569746930326021, 'gamma': 1.4607232426760908, 'lambda': 5, 'learning_rate': 0.14561549781679067, 'max_depth': 7, 'min_child_weight': 9, 'n_estimators': 180, 'subsample': 0.9439761626945282}",0.9113160695282015,0.9017382050372472,0.8896771904930827,0.910929737402413,0.9059616749467707,0.903924575481543,0.007945117327512807,9
48.081671476364136,21.959458211460856,0.036082124710083006,0.001572781590053038,0.1,0.5852620618436457,0.3252579649263976,10,0.2855504389212132,9,2,314,0.6063865008880857,"{'alpha': 0.1, 'colsample_bytree': 0.5852620618436457, 'gamma': 0.3252579649263976, 'lambda': 10, 'learning_rate': 0.2855504389212132, 'max_depth': 9, 'min_child_weight': 2, 'n_estimators': 314, 'subsample': 0.6063865008880857}",0.9340191557289819,0.9279886484568997,0.9145086910251863,0.9339957416607523,0.9308019872249823,0.9282628448193604,0.007234644371042387,3
316.42843890190125,156.15622832733723,0.02170734405517578,0.00718484515464806,0.01,0.8421165132560784,2.2007624686980067,10,0.17379422752781754,6,1,469,0.672894435115225,"{'alpha': 0.01, 'colsample_bytree': 0.8421165132560784, 'gamma': 2.2007624686980067, 'lambda': 10, 'learning_rate': 0.17379422752781754, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 469, 'subsample': 0.672894435115225}",0.908478183753104,0.892160340546293,0.8868393047179851,0.9020581973030518,0.9031227821149752,0.8985317616870819,0.007870871437977336,11
2.395538568496704,0.07057820413995361,0.011825275421142579,0.0009972803948178545,1,0.6558555380447055,2.600340105889054,1,0.19192508195499786,8,2,267,0.7799016533479063,"{'alpha': 1, 'colsample_bytree': 0.6558555380447055, 'gamma': 2.600340105889054, 'lambda': 1, 'learning_rate': 0.19192508195499786, 'max_depth': 8, 'min_child_weight': 2, 'n_estimators': 267, 'subsample': 0.7799016533479063}",0.9052855622561192,0.8953529620432777,0.8886129833274211,0.903832505322924,0.9006387508871541,0.8987445527673792,0.006105925643384866,10
983.3793623447418,20.45702507254152,0.027492332458496093,0.001338416494776532,0.01,0.9474136752138245,2.9894998940554256,10,0.06130682222763452,8,2,416,0.9314950036607718,"{'alpha': 0.01, 'colsample_bytree': 0.9474136752138245, 'gamma': 2.9894998940554256, 'lambda': 10, 'learning_rate': 0.06130682222763452, 'max_depth': 8, 'min_child_weight': 2, 'n_estimators': 416, 'subsample': 0.9314950036607718}",0.8974813763746009,0.884710890386662,0.8825824760553388,0.8960255500354861,0.890347764371895,0.8902296114447965,0.005918275435303131,13
566.6838792324066,459.26989368426354,0.018842077255249022,0.0020526280028213373,0.01,0.982627653632069,3.0351712384334233,20,0.08523105624369066,8,1,394,0.9947547746402069,"{'alpha': 0.01, 'colsample_bytree': 0.982627653632069, 'gamma': 3.0351712384334233, 'lambda': 20, 'learning_rate': 0.08523105624369066, 'max_depth': 8, 'min_child_weight': 1, 'n_estimators': 394, 'subsample': 0.9947547746402069}",0.8861298332742107,0.8808087974459028,0.875842497339482,0.8878637331440739,0.8789921930447125,0.8819274108496764,0.004467510460052968,17
3.7980319976806642,0.12776905732196117,0.021480035781860352,0.0016150106068820674,1,0.6974407590877849,1.4674408735901907,5,0.09971060102220129,6,3,338,0.8423839899124046,"{'alpha': 1, 'colsample_bytree': 0.6974407590877849, 'gamma': 1.4674408735901907, 'lambda': 5, 'learning_rate': 0.09971060102220129, 'max_depth': 6, 'min_child_weight': 3, 'n_estimators': 338, 'subsample': 0.8423839899124046}",0.9123802766938631,0.9045760908123448,0.8914508691025186,0.9119943222143364,0.9063165365507452,0.9053436190747617,0.007593294048555618,7
