mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bagging_fraction,param_feature_fraction,param_lambda_l1,param_lambda_l2,param_learning_rate,param_max_depth,param_min_data_in_leaf,param_num_leaves,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4.777711677551269,0.7589001642938,0.07100653648376465,0.008056935504552606,0.5749080237694725,0.9901428612819833,1,100,0.18952752369197307,7,514,30,"{'bagging_fraction': 0.5749080237694725, 'feature_fraction': 0.9901428612819833, 'lambda_l1': 1, 'lambda_l2': 100, 'learning_rate': 0.18952752369197307, 'max_depth': 7, 'min_data_in_leaf': 514, 'num_leaves': 30}",0.9106060606060606,0.906060606060606,0.9107954545454545,0.9111742424242424,0.9047348484848485,0.9086742424242423,0.002714088502677696,16
5.035970687866211,0.5884630234274303,0.08243803977966309,0.038119431163886365,0.5918497783931734,0.8667417222278044,1,100,0.24548647782429914,9,593,21,"{'bagging_fraction': 0.5918497783931734, 'feature_fraction': 0.8667417222278044, 'lambda_l1': 1, 'lambda_l2': 100, 'learning_rate': 0.24548647782429914, 'max_depth': 9, 'min_data_in_leaf': 593, 'num_leaves': 21}",0.9149621212121212,0.9134469696969697,0.9160984848484849,0.9206439393939394,0.9117424242424242,0.9153787878787879,0.003012256871525921,10
4.72919340133667,0.5940928095415421,0.06885194778442383,0.021194688777696275,0.5363649934414201,0.8366809019706868,10,0.1,0.17871346474483568,9,644,36,"{'bagging_fraction': 0.5363649934414201, 'feature_fraction': 0.8366809019706868, 'lambda_l1': 10, 'lambda_l2': 0.1, 'learning_rate': 0.17871346474483568, 'max_depth': 9, 'min_data_in_leaf': 644, 'num_leaves': 36}",0.9125,0.9104166666666667,0.9111742424242424,0.9164772727272728,0.90625,0.9113636363636364,0.003302196169349002,13
4.76552791595459,0.3914795323912851,0.05308818817138672,0.013943281740437729,0.6049549320516778,0.8799721943430512,10,10,0.15495427649405374,7,474,38,"{'bagging_fraction': 0.6049549320516778, 'feature_fraction': 0.8799721943430512, 'lambda_l1': 10, 'lambda_l2': 10, 'learning_rate': 0.15495427649405374, 'max_depth': 7, 'min_data_in_leaf': 474, 'num_leaves': 38}",0.9100378787878788,0.9068181818181819,0.9100378787878788,0.9149621212121212,0.9079545454545455,0.9099621212121212,0.0027902040698034453,14
5.617844438552856,0.3794908091982104,0.050214385986328124,0.007786117427796065,0.5764923982534326,0.9966461771613577,0.01,1,0.22899106101044808,8,320,28,"{'bagging_fraction': 0.5764923982534326, 'feature_fraction': 0.9966461771613577, 'lambda_l1': 0.01, 'lambda_l2': 1, 'learning_rate': 0.22899106101044808, 'max_depth': 8, 'min_data_in_leaf': 320, 'num_leaves': 28}",0.9337121212121212,0.9369318181818181,0.9380681818181819,0.937689393939394,0.9299242424242424,0.9352651515151514,0.0030805493350526537,1
4.859927225112915,0.3816875991969216,0.05127062797546387,0.011757480670398316,0.5130103185970559,0.9897771074506667,10,0.1,0.15781247538098742,7,352,21,"{'bagging_fraction': 0.5130103185970559, 'feature_fraction': 0.9897771074506667, 'lambda_l1': 10, 'lambda_l2': 0.1, 'learning_rate': 0.15781247538098742, 'max_depth': 7, 'min_data_in_leaf': 352, 'num_leaves': 21}",0.9140151515151516,0.9130681818181818,0.9172348484848485,0.91875,0.909280303030303,0.9144696969696969,0.003318666077849906,11
5.49771294593811,0.6329296124991932,0.05712132453918457,0.004250480531997193,0.6368466053024314,0.8880304987479203,10,100,0.22497923676042464,8,505,36,"{'bagging_fraction': 0.6368466053024314, 'feature_fraction': 0.8880304987479203, 'lambda_l1': 10, 'lambda_l2': 100, 'learning_rate': 0.22497923676042464, 'max_depth': 8, 'min_data_in_leaf': 505, 'num_leaves': 36}",0.9047348484848485,0.9017045454545455,0.9104166666666667,0.9068181818181819,0.9035984848484848,0.9054545454545455,0.0029835407071992686,17
3.9826589107513426,0.4042823224551832,0.04081859588623047,0.006741881645365526,0.5517559963200034,0.9325044568707964,0.1,0.1,0.18515504917299874,6,490,37,"{'bagging_fraction': 0.5517559963200034, 'feature_fraction': 0.9325044568707964, 'lambda_l1': 0.1, 'lambda_l2': 0.1, 'learning_rate': 0.18515504917299874, 'max_depth': 6, 'min_data_in_leaf': 490, 'num_leaves': 37}",0.9208333333333333,0.9210227272727273,0.9259469696969697,0.9263257575757575,0.9164772727272728,0.9221212121212121,0.0036615290829074224,7
5.35658016204834,0.4358110601073593,0.05696282386779785,0.008846521558891391,0.6550265646722229,0.9878997883128379,10,10,0.10678409333658072,9,512,35,"{'bagging_fraction': 0.6550265646722229, 'feature_fraction': 0.9878997883128379, 'lambda_l1': 10, 'lambda_l2': 10, 'learning_rate': 0.10678409333658072, 'max_depth': 9, 'min_data_in_leaf': 512, 'num_leaves': 35}",0.9053030303030303,0.9041666666666667,0.9058712121212121,0.9096590909090909,0.9015151515151515,0.9053030303030303,0.002643385806419388,18
6.759626483917236,0.7153841705170133,0.0629199504852295,0.009907177871266349,0.6494640220274762,0.907938426477816,0.1,0.01,0.14214017645310711,9,340,34,"{'bagging_fraction': 0.6494640220274762, 'feature_fraction': 0.907938426477816, 'lambda_l1': 0.1, 'lambda_l2': 0.01, 'learning_rate': 0.14214017645310711, 'max_depth': 9, 'min_data_in_leaf': 340, 'num_leaves': 34}",0.9306818181818182,0.9278409090909091,0.9339015151515152,0.9325757575757576,0.9257575757575758,0.9301515151515151,0.0029955392302678198,3
