mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
399.4834393024445,461.8117826218612,0.7059294700622558,0.07226284604682545,True,entropy,48,,12,9,624,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 48, 'max_features': None, 'min_samples_leaf': 12, 'min_samples_split': 9, 'n_estimators': 624}",0.8977272727272727,0.8882954545454546,0.8967045454545455,0.8964772727272727,0.8931818181818182,0.8944772727272727,0.0034472111137570163,14
148.3737298488617,37.632505813682705,0.12954978942871093,0.008895474716263766,False,gini,42,,12,9,109,"{'bootstrap': False, 'criterion': 'gini', 'max_depth': 42, 'max_features': None, 'min_samples_leaf': 12, 'min_samples_split': 9, 'n_estimators': 109}",0.8679545454545454,0.8667045454545454,0.8675,0.8717045454545455,0.8625,0.8672727272727272,0.002941404342169254,18
41.517713117599484,60.37275551320086,0.34293665885925295,0.014919512531455039,False,entropy,22,log2,9,6,353,"{'bootstrap': False, 'criterion': 'entropy', 'max_depth': 22, 'max_features': 'log2', 'min_samples_leaf': 9, 'min_samples_split': 6, 'n_estimators': 353}",0.9073863636363636,0.9085227272727273,0.9080681818181818,0.9057954545454545,0.9001136363636364,0.9059772727272728,0.0030741524398019793,11
15.61085638999939,0.12959339830677288,0.5290375232696534,0.038933769037263644,False,entropy,57,log2,9,5,469,"{'bootstrap': False, 'criterion': 'entropy', 'max_depth': 57, 'max_features': 'log2', 'min_samples_leaf': 9, 'min_samples_split': 5, 'n_estimators': 469}",0.91125,0.9123863636363636,0.9121590909090909,0.9101136363636364,0.9065909090909091,0.9105000000000001,0.0021120473009979676,10
590.1636504173279,461.7960795973881,0.5673470020294189,0.04098601840289477,False,entropy,63,sqrt,5,14,485,"{'bootstrap': False, 'criterion': 'entropy', 'max_depth': 63, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 14, 'n_estimators': 485}",0.9371590909090909,0.9385227272727272,0.9371590909090909,0.9385227272727272,0.9355681818181818,0.9373863636363635,0.001094690416253836,1
8.371865177154541,0.1748522803952958,0.26291518211364745,0.014289075006964703,False,entropy,34,log2,7,11,253,"{'bootstrap': False, 'criterion': 'entropy', 'max_depth': 34, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 11, 'n_estimators': 253}",0.9157954545454545,0.9182954545454546,0.9188636363636363,0.9207954545454545,0.9125,0.9172499999999999,0.002861651548804795,6
1.198915147781372,0.025091737865124253,0.04330687522888184,0.006771935445806407,False,gini,22,sqrt,7,11,30,"{'bootstrap': False, 'criterion': 'gini', 'max_depth': 22, 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 11, 'n_estimators': 30}",0.9205681818181818,0.9236363636363636,0.9222727272727272,0.9202272727272728,0.9163636363636364,0.9206136363636365,0.002453703559321028,3
186.07476806640625,333.71956700041363,0.8297775745391845,0.056525516650596005,True,gini,37,sqrt,6,14,786,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 37, 'max_features': 'sqrt', 'min_samples_leaf': 6, 'min_samples_split': 14, 'n_estimators': 786}",0.9190909090909091,0.9207954545454545,0.9211363636363636,0.9204545454545454,0.915,0.9192954545454544,0.0022572198214427333,4
2763.859544944763,1242.9513930320866,0.9072277545928955,0.05123573577617189,False,gini,21,,11,12,952,"{'bootstrap': False, 'criterion': 'gini', 'max_depth': 21, 'max_features': None, 'min_samples_leaf': 11, 'min_samples_split': 12, 'n_estimators': 952}",0.865909090909091,0.8668181818181818,0.865909090909091,0.8706818181818182,0.8631818181818182,0.8664999999999999,0.0024206412646717145,19
0.26501779556274413,0.008028074438815341,0.022746801376342773,0.004737030282013066,True,entropy,36,log2,12,8,11,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 36, 'max_features': 'log2', 'min_samples_leaf': 12, 'min_samples_split': 8, 'n_estimators': 11}",0.8427272727272728,0.8581818181818182,0.8577272727272728,0.8530681818181818,0.8419318181818182,0.8507272727272728,0.007090981934357779,20
16.108422327041627,0.3403605669008252,0.4888619422912598,0.0164556686455982,False,entropy,73,log2,8,10,486,"{'bootstrap': False, 'criterion': 'entropy', 'max_depth': 73, 'max_features': 'log2', 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 486}",0.9123863636363636,0.9138636363636363,0.9127272727272727,0.91625,0.9079545454545455,0.9126363636363637,0.00270387692272099,8
5.492243146896362,0.06978852452949359,0.23420567512512208,0.010999273889170616,True,entropy,45,log2,14,8,279,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 45, 'max_features': 'log2', 'min_samples_leaf': 14, 'min_samples_split': 8, 'n_estimators': 279}",0.8798863636363636,0.8802272727272727,0.8827272727272727,0.8822727272727273,0.8729545454545454,0.8796136363636364,0.0035088436088082445,17
14.451488542556763,0.34896275484361183,0.5877632617950439,0.08369764598280632,True,entropy,34,log2,11,13,711,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': 34, 'max_features': 'log2', 'min_samples_leaf': 11, 'min_samples_split': 13, 'n_estimators': 711}",0.8873863636363636,0.8889772727272728,0.8895454545454545,0.8902272727272728,0.8817045454545455,0.8875681818181818,0.0030783501538034167,15
