mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_bootstrap_features,param_max_features,param_max_samples,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
20.02191424369812,1.9828803302860798,0.2831138610839844,0.06577039145753001,True,False,0.9753571532049581,0.8659969709057025,70,"{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.9753571532049581, 'max_samples': 0.8659969709057025, 'n_estimators': 70}",0.9224475882052157,0.9275609340378388,0.9229589227884779,0.9260269302880518,0.9267087097324016,0.9251406170103971,0.0020549741773446834,7
8.583398580551147,0.28679778658919275,0.2073091983795166,0.008072392071698239,True,True,0.7229163764267956,0.5499874579090014,84,"{'bootstrap': True, 'bootstrap_features': True, 'max_features': 0.7229163764267956, 'max_samples': 0.5499874579090014, 'n_estimators': 84}",0.9354013976478609,0.9381285154252599,0.9372762911198227,0.936594511675473,0.9389807397306971,0.9372762911198226,0.0012338136063305642,6
7.019553995132446,0.2866828503483212,0.08886337280273438,0.007842262651575494,False,True,0.8005575058716043,0.8540362888980227,31,"{'bootstrap': False, 'bootstrap_features': True, 'max_features': 0.8005575058716043, 'max_samples': 0.8540362888980227, 'n_estimators': 31}",0.9418783023691836,0.9493778762570309,0.9500596557013806,0.9446054201465826,0.9476734276461565,0.9467189364240669,0.003067249873312294,1
2.5028287887573244,0.3235745719177814,0.039818620681762694,0.006148423782220308,True,False,0.8609993861334124,0.9692763545078751,11,"{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.8609993861334124, 'max_samples': 0.9692763545078751, 'n_estimators': 11}",0.9161411283449804,0.917163797511505,0.9152889040395432,0.9227884779273905,0.9200613601499915,0.918288733594682,0.002766462391719587,10
4.316697454452514,0.15441098203084724,0.07549862861633301,0.018345592729169642,False,False,0.5917022549267169,0.6521211214797689,31,"{'bootstrap': False, 'bootstrap_features': False, 'max_features': 0.5917022549267169, 'max_samples': 0.6521211214797689, 'n_estimators': 31}",0.9371058462587353,0.9396625191750468,0.9417078575080962,0.9413669677859212,0.9418783023691836,0.9403442986193966,0.0018005948725064722,5
4.557574796676636,0.13220552223847132,0.10315642356872559,0.00815065043679092,True,False,0.5115312125207079,0.7623873301291946,51,"{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.5115312125207079, 'max_samples': 0.7623873301291946, 'n_estimators': 51}",0.9418783023691836,0.9466507584796319,0.9440940855633203,0.9456280893131072,0.939321629452872,0.9435145730356229,0.002641840364069887,2
17.331097221374513,0.6426638016488465,0.21465520858764647,0.022531439198424395,False,False,0.9868777594207296,0.6163856702151521,71,"{'bootstrap': False, 'bootstrap_features': False, 'max_features': 0.9868777594207296, 'max_samples': 0.6163856702151521, 'n_estimators': 71}",0.9190386909834668,0.9238111470939151,0.9222771433441281,0.9207431395943412,0.9246633713993523,0.9221066984830406,0.0020367982609565015,8
7.740362167358398,0.16531515114988726,0.14828190803527833,0.004846423638285619,True,False,0.5998368910791798,0.7571172192068059,73,"{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.5998368910791798, 'max_samples': 0.7571172192068059, 'n_estimators': 73}",0.9403442986193966,0.9464803136185445,0.940514743480484,0.9418783023691836,0.939321629452872,0.941707857508096,0.0025212015799694243,4
14.874084615707398,0.6722971499094967,0.19911494255065917,0.04270122401383786,True,True,0.9299702033681603,0.8401537692938899,82,"{'bootstrap': True, 'bootstrap_features': True, 'max_features': 0.9299702033681603, 'max_samples': 0.8401537692938899, 'n_estimators': 82}",0.9410260780637464,0.9442645304244077,0.9415374126470087,0.9427305266746208,0.9459689790352821,0.9431055053690132,0.0018147375700298123,3
4.500991535186768,0.554174756837667,0.07870135307312012,0.02287335729591718,True,False,0.9744427686266666,0.9828160165372797,18,"{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.9744427686266666, 'max_samples': 0.9828160165372797, 'n_estimators': 18}",0.9185273564002046,0.9258564854269644,0.9207431395943412,0.9221066984830407,0.9231293676495653,0.9220726095108234,0.0024401609228802924,9
