mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_bootstrap_features,param_max_features,param_max_samples,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.3798009395599364,0.07000535107755597,0.0718160629272461,0.016905006667959004,True,False,0.9753571532049581,0.8659969709057025,70,"{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.9753571532049581, 'max_samples': 0.8659969709057025, 'n_estimators': 70}",0.9105316973415133,0.9314928425357873,0.9176891615541922,0.9268916155419223,0.9233128834355828,0.9219836400817997,0.007292044715613689,14
2.0727270603179933,0.03405646149458242,0.07635259628295898,0.011477473055518697,True,True,0.7229163764267956,0.5499874579090014,84,"{'bootstrap': True, 'bootstrap_features': True, 'max_features': 0.7229163764267956, 'max_samples': 0.5499874579090014, 'n_estimators': 84}",0.9284253578732107,0.9406952965235174,0.9340490797546013,0.9432515337423313,0.9432515337423313,0.9379345603271985,0.00582552946144951,8
1.7512940406799316,0.04688743574203378,0.038045501708984374,0.01457589934806258,False,True,0.8005575058716043,0.8540362888980227,31,"{'bootstrap': False, 'bootstrap_features': True, 'max_features': 0.8005575058716043, 'max_samples': 0.8540362888980227, 'n_estimators': 31}",0.9309815950920245,0.9478527607361963,0.9386503067484663,0.9498977505112475,0.9478527607361963,0.9430470347648262,0.007183708822188269,3
0.4481354236602783,0.04905256898792196,0.01815061569213867,0.004711276236602546,True,False,0.8609993861334124,0.9692763545078751,11,"{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.8609993861334124, 'max_samples': 0.9692763545078751, 'n_estimators': 11}",0.908997955010225,0.9228016359918201,0.9095092024539877,0.9197341513292433,0.9171779141104295,0.9156441717791411,0.005515788940393129,18
0.9104404449462891,0.06427739456236795,0.035672569274902345,0.009224889419150771,False,False,0.5917022549267169,0.6521211214797689,31,"{'bootstrap': False, 'bootstrap_features': False, 'max_features': 0.5917022549267169, 'max_samples': 0.6521211214797689, 'n_estimators': 31}",0.9350715746421268,0.9458077709611452,0.9350715746421268,0.9396728016359919,0.9534764826175869,0.9418200408997957,0.007035180945509029,4
1.1592208862304687,0.02641990611536055,0.04703197479248047,0.012981175238789167,True,False,0.5115312125207079,0.7623873301291946,51,"{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.5115312125207079, 'max_samples': 0.7623873301291946, 'n_estimators': 51}",0.9376278118609407,0.9488752556237219,0.9335378323108384,0.9493865030674846,0.9468302658486708,0.9432515337423313,0.006450638157704507,2
3.633154058456421,0.12855294105740536,0.08238654136657715,0.010627934692710962,False,False,0.9868777594207296,0.6163856702151521,71,"{'bootstrap': False, 'bootstrap_features': False, 'max_features': 0.9868777594207296, 'max_samples': 0.6163856702151521, 'n_estimators': 71}",0.906441717791411,0.9335378323108384,0.9156441717791411,0.9217791411042945,0.9217791411042945,0.919836400817996,0.008857426514399878,17
1.905486822128296,0.0702653801165519,0.04640655517578125,0.009517086646898407,True,False,0.5998368910791798,0.7571172192068059,73,"{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.5998368910791798, 'max_samples': 0.7571172192068059, 'n_estimators': 73}",0.9309815950920245,0.9442740286298569,0.9350715746421268,0.9432515337423313,0.9442740286298569,0.9395705521472392,0.005510099625892657,7
3.432187795639038,0.06345614638701888,0.07144784927368164,0.010486233031662084,True,True,0.9299702033681603,0.8401537692938899,82,"{'bootstrap': True, 'bootstrap_features': True, 'max_features': 0.9299702033681603, 'max_samples': 0.8401537692938899, 'n_estimators': 82}",0.9376278118609407,0.9427402862985685,0.9366053169734151,0.9458077709611452,0.946319018404908,0.9418200408997954,0.004043705507829294,5
0.87905912399292,0.04277096288727256,0.036032485961914065,0.005731479341953433,True,False,0.9744427686266666,0.9828160165372797,18,"{'bootstrap': True, 'bootstrap_features': False, 'max_features': 0.9744427686266666, 'max_samples': 0.9828160165372797, 'n_estimators': 18}",0.9079754601226994,0.9320040899795501,0.9156441717791411,0.9207566462167689,0.9258691206543967,0.9204498977505112,0.008266414286874331,16
