mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bagging_fraction,param_feature_fraction,param_learning_rate,param_max_depth,param_min_data_in_leaf,param_num_leaves,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.592861795425415,0.07632295633225346,0.10519819259643555,0.034833924898287544,0.749816047538945,0.9802857225639665,0.15639878836228102,7,714,26,"{'bagging_fraction': 0.749816047538945, 'feature_fraction': 0.9802857225639665, 'learning_rate': 0.15639878836228102, 'max_depth': 7, 'min_data_in_leaf': 714, 'num_leaves': 26}",0.9197136282280747,0.9170288928662746,0.9143441575044745,0.9129378675530555,0.9172845819483508,0.916261825620046,0.0023780459265837846,3
1.722832155227661,0.15916297010381203,0.08073697090148926,0.03527742782335946,0.6399899663272012,0.7836995567863468,0.07674172222780437,10,763,10,"{'bagging_fraction': 0.6399899663272012, 'feature_fraction': 0.7836995567863468, 'learning_rate': 0.07674172222780437, 'max_depth': 10, 'min_data_in_leaf': 763, 'num_leaves': 10}",0.8862183584760931,0.8849399130657121,0.8802096650473025,0.8765021733571976,0.8830222449501406,0.8821784709792893,0.0034858215499298044,7
2.9338816165924073,0.19882836164934847,0.09738335609436036,0.035165771818108704,0.608233797718321,0.9879639408647978,0.17648852816008437,8,485,28,"{'bagging_fraction': 0.608233797718321, 'feature_fraction': 0.9879639408647978, 'learning_rate': 0.17648852816008437, 'max_depth': 8, 'min_data_in_leaf': 485, 'num_leaves': 28}",0.9335208386601892,0.9263615443620558,0.92674507798517,0.9243160317054462,0.9322423932498083,0.9286371771925339,0.0035854867078410906,1
4.016552972793579,0.2095751657025538,0.1371304988861084,0.05487112093110088,0.8469926038510867,0.8446612641953124,0.011413261043943482,11,660,34,"{'bagging_fraction': 0.8469926038510867, 'feature_fraction': 0.8446612641953124, 'learning_rate': 0.011413261043943482, 'max_depth': 11, 'min_data_in_leaf': 660, 'num_leaves': 34}",0.8151367936589108,0.8038864740475582,0.8086167220659678,0.8049092303758629,0.8116849910508821,0.8088468422398363,0.004190025599364454,10
1.932738447189331,0.09840910828654952,0.0474207878112793,0.013140388051843746,0.8447411578889518,0.6557975442608167,0.06842892970704363,5,975,59,"{'bagging_fraction': 0.8447411578889518, 'feature_fraction': 0.6557975442608167, 'learning_rate': 0.06842892970704363, 'max_depth': 5, 'min_data_in_leaf': 975, 'num_leaves': 59}",0.8692150345180261,0.8669138327793403,0.8669138327793403,0.8583482485297877,0.8624392738430069,0.8647660444899004,0.003888996476515645,9
2.702260971069336,0.12599838890718773,0.09118952751159667,0.028719377892771968,0.836965827544817,0.6185801650879991,0.1315089703802877,7,940,46,"{'bagging_fraction': 0.836965827544817, 'feature_fraction': 0.6185801650879991, 'learning_rate': 0.1315089703802877, 'max_depth': 7, 'min_data_in_leaf': 940, 'num_leaves': 46}",0.9101252876502174,0.9069291741242649,0.9041165942214268,0.9002812579902838,0.9037330605983125,0.9050370749169012,0.003305615855580115,5
1.6944313049316406,0.08047559119007561,0.07172226905822754,0.017201994160762558,0.6053059844639466,0.9768807022739411,0.12265764356910785,11,445,9,"{'bagging_fraction': 0.6053059844639466, 'feature_fraction': 0.9768807022739411, 'learning_rate': 0.12265764356910785, 'max_depth': 11, 'min_data_in_leaf': 445, 'num_leaves': 9}",0.9010483252365123,0.9002812579902838,0.897980056251598,0.8927384300690361,0.8990028125799029,0.8982101764254666,0.002931405911115605,6
3.268409252166748,0.23015278578145862,0.07893476486206055,0.014397464821024785,0.8736932106048627,0.7760609974958406,0.03440764696895577,10,134,21,"{'bagging_fraction': 0.8736932106048627, 'feature_fraction': 0.7760609974958406, 'learning_rate': 0.03440764696895577, 'max_depth': 10, 'min_data_in_leaf': 134, 'num_leaves': 21}",0.8851956021477883,0.882127333162874,0.8798261314241882,0.876885706980312,0.8855791357709026,0.8819227818972131,0.0032829920556410935,8
3.2166385650634766,0.23673786572946462,0.12119669914245605,0.02827178651911916,0.7564242430292963,0.672894435115225,0.16107228206353053,8,665,49,"{'bagging_fraction': 0.7564242430292963, 'feature_fraction': 0.672894435115225, 'learning_rate': 0.16107228206353053, 'max_depth': 8, 'min_data_in_leaf': 665, 'num_leaves': 49}",0.9246995653285605,0.9197136282280747,0.9189465609818461,0.9161339810790079,0.9194579391459985,0.9197903349526975,0.0027675907190457282,2
1.8893892288208007,0.13285482505395865,0.026920127868652343,0.003737251974793262,0.8270801311279966,0.6125253169822235,0.1784569549189997,4,301,43,"{'bagging_fraction': 0.8270801311279966, 'feature_fraction': 0.6125253169822235, 'learning_rate': 0.1784569549189997, 'max_depth': 4, 'min_data_in_leaf': 301, 'num_leaves': 43}",0.913577090258246,0.9102531321912555,0.9108923548964459,0.9014318588596267,0.9108923548964459,0.909409358220404,0.004150204794625087,4
