mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.2161771774291994,0.0830544870521201,0.026243972778320312,0.0072028831084115594,0.6872700594236812,4.75357153204958,0.2329984854528513,7,7,171,0.662397808134481,"{'colsample_bytree': 0.6872700594236812, 'gamma': 4.75357153204958, 'learning_rate': 0.2329984854528513, 'max_depth': 7, 'min_child_weight': 7, 'n_estimators': 171, 'subsample': 0.662397808134481}",0.9055735469575592,0.9011419805692858,0.9025055394579854,0.9067666609851713,0.9025055394579854,0.9036986534855973,0.002112416347002503,8
3.925744915008545,0.08095180056619755,0.02834286689758301,0.003973323848433823,0.5290418060840998,4.330880728874676,0.20027875293580222,10,3,199,0.6225646316108401,"{'colsample_bytree': 0.5290418060840998, 'gamma': 4.330880728874676, 'learning_rate': 0.20027875293580222, 'max_depth': 10, 'min_child_weight': 3, 'n_estimators': 199, 'subsample': 0.6225646316108401}",0.9115391170956195,0.9079597750127834,0.9106868927901823,0.9151184591784558,0.9108573376512699,0.9112323163456623,0.0022953803810509656,5
9.356507301330566,0.06952841115416296,0.06418614387512207,0.002389532680666038,0.8609993861334124,4.692763545078751,0.050194691460253585,7,1,363,0.8099025726528951,"{'colsample_bytree': 0.8609993861334124, 'gamma': 4.692763545078751, 'learning_rate': 0.050194691460253585, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 363, 'subsample': 0.8099025726528951}",0.904721322652122,0.9071075507073462,0.9043804329299472,0.9120504516788819,0.9101755582069201,0.9076870632350434,0.003009884445835232,7
5.429210424423218,0.2673500284707308,0.026912212371826172,0.0012299067301251728,0.7159725093210578,1.4561457009902097,0.20296322368059488,5,7,293,0.836965827544817,"{'colsample_bytree': 0.7159725093210578, 'gamma': 1.4561457009902097, 'learning_rate': 0.20296322368059488, 'max_depth': 5, 'min_child_weight': 7, 'n_estimators': 293, 'subsample': 0.836965827544817}",0.9238111470939151,0.9209135844554287,0.9205726947332538,0.9244929265382649,0.9260269302880518,0.923163456621783,0.002105252791088397,3
8.690861415863036,0.07693407658770612,0.06393117904663086,0.012614596612061928,0.5232252063599989,3.0377242595071916,0.09263103092182289,9,2,437,0.9768807022739411,"{'colsample_bytree': 0.5232252063599989, 'gamma': 3.0377242595071916, 'learning_rate': 0.09263103092182289, 'max_depth': 9, 'min_child_weight': 2, 'n_estimators': 437, 'subsample': 0.9768807022739411}",0.9226180330663031,0.9244929265382649,0.9229589227884779,0.9282427134821886,0.9246633713993523,0.9245951934549174,0.001995297170841932,2
4.252540159225464,0.07991153051884117,0.02269902229309082,0.0016273562401142336,0.7816441089227697,1.9270825126995805,0.05399156305505355,4,4,141,0.7760609974958406,"{'colsample_bytree': 0.7816441089227697, 'gamma': 1.9270825126995805, 'learning_rate': 0.05399156305505355, 'max_depth': 4, 'min_child_weight': 4, 'n_estimators': 141, 'subsample': 0.7760609974958406}",0.8702914607124596,0.8668825634907108,0.871655019601159,0.8733594682120334,0.8656894494630987,0.8695755922958922,0.0028812744651938367,9
2.6414175510406492,0.14215554369839642,0.014342069625854492,0.0008910441131929085,0.5610191174223894,2.475884550556351,0.0585971302788046,3,4,99,0.8650089137415928,"{'colsample_bytree': 0.5610191174223894, 'gamma': 2.475884550556351, 'learning_rate': 0.0585971302788046, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 99, 'subsample': 0.8650089137415928}",0.824953127663201,0.8184762229418783,0.8208624509971024,0.8208624509971024,0.8162604397477417,0.8202829384694053,0.002895757365821743,10
5.429298067092896,0.07738075720599152,0.032793521881103516,0.003450041009451829,0.6558555380447055,2.600340105889054,0.1866775698358199,8,2,267,0.7799016533479063,"{'colsample_bytree': 0.6558555380447055, 'gamma': 2.600340105889054, 'learning_rate': 0.1866775698358199, 'max_depth': 8, 'min_child_weight': 2, 'n_estimators': 267, 'subsample': 0.7799016533479063}",0.9243224816771775,0.92415203681609,0.9219362536219533,0.928413158343276,0.9244929265382649,0.9246633713993523,0.0020930739980240384,1
4.799634885787964,0.2606086614901462,0.022892522811889648,0.0009582424357915032,0.6975751180009072,4.6332943289689705,0.2318179989641052,10,7,301,0.6180909155642152,"{'colsample_bytree': 0.6975751180009072, 'gamma': 4.6332943289689705, 'learning_rate': 0.2318179989641052, 'max_depth': 10, 'min_child_weight': 7, 'n_estimators': 301, 'subsample': 0.6180909155642152}",0.9096642236236577,0.906255326401909,0.9052326572353844,0.9137549002897563,0.9093233339014829,0.908846088290438,0.0029920720310198244,6
6.965563249588013,0.9790019921301093,0.03923640251159668,0.0030561824276476865,0.6626651653816322,1.9433864484474102,0.11783725794347398,7,8,459,0.9861021229056552,"{'colsample_bytree': 0.6626651653816322, 'gamma': 1.9433864484474102, 'learning_rate': 0.11783725794347398, 'max_depth': 7, 'min_child_weight': 8, 'n_estimators': 459, 'subsample': 0.9861021229056552}",0.9215953638997785,0.9190386909834668,0.9212544741776035,0.9229589227884779,0.9255155957047895,0.9220726095108234,0.0021326732326050206,4
