mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.1737245559692382,0.06956169591536143,0.006048583984375,0.0010399776289870724,0.6872700594236812,4.75357153204958,0.2329984854528513,7,7,171,0.662397808134481,"{'colsample_bytree': 0.6872700594236812, 'gamma': 4.75357153204958, 'learning_rate': 0.2329984854528513, 'max_depth': 7, 'min_child_weight': 7, 'n_estimators': 171, 'subsample': 0.662397808134481}",0.8982617586912065,0.911042944785276,0.8967280163599182,0.9120654396728016,0.911042944785276,0.9058282208588956,0.006831612715128864,17
1.5180739402770995,0.027736944378733176,0.0058077812194824215,0.00037581017260157,0.5290418060840998,4.330880728874676,0.20027875293580222,10,3,199,0.6225646316108401,"{'colsample_bytree': 0.5290418060840998, 'gamma': 4.330880728874676, 'learning_rate': 0.20027875293580222, 'max_depth': 10, 'min_child_weight': 3, 'n_estimators': 199, 'subsample': 0.6225646316108401}",0.9033742331288344,0.9130879345603272,0.9003067484662577,0.9176891615541922,0.9146216768916156,0.9098159509202454,0.006748466257668707,13
3.735345792770386,0.16156474156279857,0.018520164489746093,0.0010939802704624105,0.8609993861334124,4.692763545078751,0.050194691460253585,7,1,363,0.8099025726528951,"{'colsample_bytree': 0.8609993861334124, 'gamma': 4.692763545078751, 'learning_rate': 0.050194691460253585, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 363, 'subsample': 0.8099025726528951}",0.8977505112474438,0.9084867075664622,0.9008179959100204,0.9192229038854806,0.9120654396728016,0.9076687116564417,0.007730494139646543,15
1.9565338134765624,0.07378131527195819,0.007683372497558594,0.0011813021613802802,0.7159725093210578,1.4561457009902097,0.20296322368059488,5,7,293,0.836965827544817,"{'colsample_bytree': 0.7159725093210578, 'gamma': 1.4561457009902097, 'learning_rate': 0.20296322368059488, 'max_depth': 5, 'min_child_weight': 7, 'n_estimators': 293, 'subsample': 0.836965827544817}",0.9263803680981595,0.9335378323108384,0.9238241308793456,0.9376278118609407,0.9309815950920245,0.9304703476482616,0.00493559034198249,4
3.257531976699829,0.10015698835449398,0.012012767791748046,0.00025573637007358176,0.5232252063599989,3.0377242595071916,0.09263103092182289,9,2,437,0.9768807022739411,"{'colsample_bytree': 0.5232252063599989, 'gamma': 3.0377242595071916, 'learning_rate': 0.09263103092182289, 'max_depth': 9, 'min_child_weight': 2, 'n_estimators': 437, 'subsample': 0.9768807022739411}",0.9176891615541922,0.9263803680981595,0.9187116564417178,0.9355828220858896,0.9253578732106339,0.9247443762781187,0.006429533710536813,7
2.022988033294678,0.06598607480024295,0.008220148086547852,0.0005694824756962592,0.7816441089227697,1.9270825126995805,0.05399156305505355,4,4,141,0.7760609974958406,"{'colsample_bytree': 0.7816441089227697, 'gamma': 1.9270825126995805, 'learning_rate': 0.05399156305505355, 'max_depth': 4, 'min_child_weight': 4, 'n_estimators': 141, 'subsample': 0.7760609974958406}",0.8982617586912065,0.9095092024539877,0.8941717791411042,0.9095092024539877,0.9074642126789366,0.9037832310838445,0.006355938759885517,19
1.0508618354797363,0.03965162782174001,0.004217386245727539,0.0006022802147989978,0.5610191174223894,2.475884550556351,0.0585971302788046,3,4,99,0.8650089137415928,"{'colsample_bytree': 0.5610191174223894, 'gamma': 2.475884550556351, 'learning_rate': 0.0585971302788046, 'max_depth': 3, 'min_child_weight': 4, 'n_estimators': 99, 'subsample': 0.8650089137415928}",0.8522494887525562,0.8701431492842536,0.8604294478527608,0.8752556237218814,0.8680981595092024,0.8652351738241307,0.008055027562875714,20
2.0291969776153564,0.11198488515083302,0.007694768905639649,0.0006489852243049837,0.6558555380447055,2.600340105889054,0.1866775698358199,8,2,267,0.7799016533479063,"{'colsample_bytree': 0.6558555380447055, 'gamma': 2.600340105889054, 'learning_rate': 0.1866775698358199, 'max_depth': 8, 'min_child_weight': 2, 'n_estimators': 267, 'subsample': 0.7799016533479063}",0.9253578732106339,0.9258691206543967,0.9171779141104295,0.9289366053169734,0.9309815950920245,0.9256646216768918,0.00471457745742268,5
1.9248169898986816,0.09141056396336679,0.005602836608886719,0.00034871470106301853,0.6975751180009072,4.6332943289689705,0.2318179989641052,10,7,301,0.6180909155642152,"{'colsample_bytree': 0.6975751180009072, 'gamma': 4.6332943289689705, 'learning_rate': 0.2318179989641052, 'max_depth': 10, 'min_child_weight': 7, 'n_estimators': 301, 'subsample': 0.6180909155642152}",0.8951942740286298,0.9115541922290389,0.8982617586912065,0.9095092024539877,0.9095092024539877,0.9048057259713701,0.0067080652216183045,18
3.3336679935455322,0.08459406877057105,0.012337303161621094,0.0029094653101724714,0.6626651653816322,1.9433864484474102,0.11783725794347398,7,8,459,0.9861021229056552,"{'colsample_bytree': 0.6626651653816322, 'gamma': 1.9433864484474102, 'learning_rate': 0.11783725794347398, 'max_depth': 7, 'min_child_weight': 8, 'n_estimators': 459, 'subsample': 0.9861021229056552}",0.9166666666666666,0.9309815950920245,0.91359918200409,0.9289366053169734,0.9233128834355828,0.9226993865030675,0.006739164438970995,8
